Category,Front,Back,Pronunciation,PartOfSpeech,Difficulty,Example,Tags
Weather & Nature,Solstice,વર્ષમાં બે વખત — જ્યારે સૂર્ય સૌથી ઉત્તર અથવા દક્ષિણ બિંદુ પર હોય — સૌથી લાંબો કે ટૂંકો દિવસ.,સૉલ્સ્ટિસ,noun,Advanced,The summer solstice is celebrated with bonfires in many cultures.,Weather_&_Nature; Seasons_&_Climate; Advanced
Weather & Nature,Temperate,"સૌમ્ય આબોહવા — ન ખૂબ ગરમ, ન ખૂબ ઠંડી — સામાન્ય, અનુકૂળ હવામાન.",ટૅમ્પરિટ,adjective,Intermediate,Britain has a temperate maritime climate.,Weather_&_Nature; Seasons_&_Climate; Intermediate
Weather & Nature,Subtropical,ઉષ્ણકટિબંધ નજીકના પ્રદેશ — ગરમ ઉનાળો અને સૌમ્ય શિયાળો ધરાવે.,સબટ્રૉપિકલ,adjective,Advanced,Gujarat has a subtropical climate with hot summers.,Weather_&_Nature; Seasons_&_Climate; Advanced
Weather & Nature,Dormant,"આરામ કે નિષ્ક્રિયતાની અવસ્થામાં — ઋતુ પ્રમાણે ઘણા છોડ, પ્રાણી કે જ્વાળામુખી નિષ્ક્રિય રહે.",ડૉર્મન્ટ,adjective,Advanced,Many plants remain dormant during the cold winter months.,Weather_&_Nature; Seasons_&_Climate; Advanced
Weather & Nature,Perennial,ઘણા વર્ષો સુધી જીવતો/ચાલુ રહેતો — (છોડ માટે) દર વર્ષે ફૂલ આપે.,પિરૅનિઅલ,adjective,Advanced,Roses are popular perennial garden plants.,Weather_&_Nature; Seasons_&_Climate; Advanced
Weather & Nature,Thaw,બરફ ઓગળવો — ઠંડી ઘટ્યા પછી બરફ ઓગળે અથવા ઠંડા ખોરાક/વ્યક્તિ ગરમ થઈ જાય.,થૉ,verb,Intermediate,The ice on the lake began to thaw in March.,Weather_&_Nature; Seasons_&_Climate; Intermediate
Weather & Nature,Drought,ઘણા સમય સુધી ઓછો વરસાદ — જળ-સંકટ ઊભો થાય.,ડ્રાઉટ,noun,Intermediate,The region suffered its worst drought in 50 years.,Weather_&_Nature; Seasons_&_Climate; Intermediate
Weather & Nature,Tempest,ભારે પવન અને વરસાদ સાથેનું ભીષણ તોફાન.,ટૅમ્પિસ્ટ,noun,Advanced,The sailors feared the tempest would sink their ship.,Weather_&_Nature; Seasons_&_Climate; Advanced
Weather & Nature,Climate,કોઈ પ્રદેશની લાંબા સમય સુધીની સામાન્ય હવામાન-પ્રકૃતિ — આબોહવા.,ક્લાઇમેટ,noun,Intermediate,India has a tropical climate in most regions.,Weather_&_Nature; Seasons_&_Climate; Intermediate
Weather & Nature,Vernal,"વસંત ઋતુ સાથે સંબંધિત — તાજો, નવો, ઉત્સાહભર્યો.",વર્નલ,adjective,Advanced,The vernal equinox occurs around March 20.,Weather_&_Nature; Seasons_&_Climate; Advanced
Weather & Nature,Autumnal,પાનખર ઋતુ સંબંધી — જ્યારે પાંદડાં ખરે અને ઠંડી શરૂ થાય.,ઑટૂમ્નલ,adjective,Advanced,The park was bathed in autumnal colours of red and gold.,Weather_&_Nature; Seasons_&_Climate; Advanced
Weather & Nature,Permafrost,ધ્રુવ પ્રદેશોમાં સ્થાયી રૂપે જામેલ ભૂમિ — ક્યારેય ઓગળતી નથી.,પર્મફ્રૉસ્ટ,noun,Advanced,Permafrost covers about 25% of the Earth's land surface.,Weather_&_Nature; Seasons_&_Climate; Advanced
Weather & Nature,Precipitation cycle,"પાણી બાષ્પ બને, વાદળ બને, અને ફરી વરસાદ/બરફ રૂપે પડે — આ ફરી ફરી ચાલતી પ્રક્રિયા.",પ્રિસિપિટેઇશન સાઇકલ,noun,Advanced,The precipitation cycle is essential for life on Earth.,Weather_&_Nature; Seasons_&_Climate; Advanced
Weather & Nature,Deciduous,(વૃક્ષ) જે ઋતુ-ક્રમ અનુસાર — ખાસ પાનખરમાં — પાંદડાં ખેરવે.,ડિસિડ્યુઅસ,adjective,Advanced,Oak and maple are common deciduous trees.,Weather_&_Nature; Seasons_&_Climate; Advanced
Weather & Nature,Barometric pressure,વાયુ-મંડળ જે દબાણ ઊભું કરે — હવામાનની આગાહી માટે ઉપયોગી.,બૅરોમૅટ્રિક પ્રૅશર,noun,Advanced,Falling barometric pressure signals an approaching storm.,Weather_&_Nature; Seasons_&_Climate; Advanced
Weather & Nature,Peninsula,ત્રણ બાજુ પાણીથી ઘેરાયેલ અને એક બાજુ ભૂ-ભાગ સાથે જોડાયેલ જમીન-ટૂકડો.,પિનિન્સ્યૂલા,noun,Intermediate,The Arabian Peninsula is the world's largest peninsula.,Weather_&_Nature; Natural_Features; Intermediate
Weather & Nature,Plateau,ઊંચાઈ પર આવેલ સપાટ ભૂ-પ્રદેશ — ઉચ્ચ-ભૂમિ.,પ્લૅટો,noun,Intermediate,The Deccan Plateau covers most of southern India.,Weather_&_Nature; Natural_Features; Intermediate
Weather & Nature,Gorge,ડુંગરો વચ્ચે ઊંડી અને સાંકડી ખીણ — નીચે નદી વહે.,ગૉર્જ,noun,Intermediate,The river carved a spectacular gorge through the mountains.,Weather_&_Nature; Natural_Features; Intermediate
Weather & Nature,Estuary,નદીનું મોં — જ્યાં નદી સમુદ્ર સાથે ભળે — ભરતી-ઓટ અહીં અનુભવાય.,ઍસ્ચ્યુઅરી,noun,Advanced,The Thames Estuary is one of Europe's busiest waterways.,Weather_&_Nature; Natural_Features; Advanced
Weather & Nature,Tundra,"ધ્રુવ પ્રદેશ નજીક — ઝાડ-ઝાંખરા વિહોણો વિશાળ, સપાટ, સ્થાયી-બરફ ભૂ-ભાગ.",ટૂન્ડ્રા,noun,Advanced,Reindeer and polar bears live in the tundra.,Weather_&_Nature; Natural_Features; Advanced
Weather & Nature,Glacier,ઘણા વર્ષો સુધી જામેલ હિમ — ધીમે ધીમે ખસતો વિશાળ બરફ-ભૂ.,ગ્લૅઇશ્યર,noun,Intermediate,The Gangotri glacier is the source of the Ganges river.,Weather_&_Nature; Natural_Features; Intermediate
Weather & Nature,Lagoon,ખારા/મીઠા છીછરા પાણીનો ઘેરો — ખડક કે રેતી-ટીંબા દ્વારા સમુદ્રથી અલગ.,લૅગૂન,noun,Intermediate,The turquoise lagoon was perfect for snorkelling.,Weather_&_Nature; Natural_Features; Intermediate
Weather & Nature,Savanna,ઉષ્ણ-ઉષ્ણકટિબંધ પ્રદેશોમાં ઘાસ-ઢંકાયેલ વિશાળ મેદાન — ઝાડ ઓછાં.,સવાના,noun,Intermediate,Lions hunt on the African savanna.,Weather_&_Nature; Natural_Features; Intermediate
Weather & Nature,Wetland,"કાયમ અથવા ઋતુ-ક્રમ પ્રમાણે પાણી-ભૂ —늪, ભેખડ, ખારો ઝૂ.",વૅટ્‍લૅન્ડ,noun,Intermediate,Wetlands serve as natural water filters.,Weather_&_Nature; Natural_Features; Intermediate
Weather & Nature,Crevasse,ગ્લૅશિયર અથવા બરફ-ભૂ પર ઊઘડેલ ઊંડી ફાટ — ખૂબ જોખમકારક.,ક્રિવૅસ,noun,Advanced,The mountaineer narrowly avoided falling into a crevasse.,Weather_&_Nature; Natural_Features; Advanced
Weather & Nature,Floodplain,નદી કિનારે આવેલ સપાટ ભૂ — પૂર વખતે ડૂબી જાય.,ફ્લડ-પ્લેઇન,noun,Intermediate,The Nile floodplain is one of the most fertile in the world.,Weather_&_Nature; Natural_Features; Intermediate
Weather & Nature,Archipelago,મોટા જળ-ક્ષેત્રમાં ફેલાયેલ ટાપુઓ-સમૂહ.,આર્કિપૅળૅગો,noun,Advanced,Indonesia is the world's largest archipelago.,Weather_&_Nature; Natural_Features; Advanced
Weather & Nature,Canyon,"ઊંડી, ઢોળાવ-ભરી ખીણ — ખૂ-ભ (dry) પ્રદેશમાં — નીચે નદી.",કૅન્યન,noun,Intermediate,The Grand Canyon was carved by the Colorado River.,Weather_&_Nature; Natural_Features; Intermediate
Weather & Nature,Fjord,"ઊભા-ઢોળ ખડકો વચ્ચે ઊંડી, સાંકડી, લાંબી ખાડી — ગ્લૅશિયર ઘસારાથી બની.",ફ્યૉર્ડ,noun,Advanced,Norway's fjords attract millions of tourists every year.,Weather_&_Nature; Natural_Features; Advanced
Weather & Nature,Coral reef,સમુદ્રમાં પ્રવાળ (coral) ઉગ્યો અને ખડક-ટ્ટ જેવી રચના — ઘણા દરિયાઈ જીવ-જંતુઓ ત્યાં રહે.,કૉરલ રીફ,noun,Intermediate,The Great Barrier Reef is the world's largest coral reef system.,Weather_&_Nature; Natural_Features; Intermediate
Weather & Nature,Delta,નદી જ્યાં સમુદ્ર/સરોવરને મળે ત્યાં જામેલ કાંપ-માટી — ત્રિકોણ આકારની ભૂ-રચના.,ડૅલ્ટા,noun,Intermediate,The Nile Delta is one of the most fertile farming regions.,Weather_&_Nature; Natural_Features; Intermediate
Weather & Nature,Dune,પવન વડે ઢેરો થઈ ગયેલ રેતીનો ઢૂવો — રણ કે દરિયા-કિનારે.,ડ્યૂન,noun,Intermediate,The Thar Desert is famous for its vast sand dunes.,Weather_&_Nature; Natural_Features; Intermediate
Weather & Nature,Mangrove,ઉષ્ણ-દરિયા-કિનારા પર ખારા અથવા ઓછા ખારા પાણીમાં ઉગ્યો — ઊભા મૂળ ધરાવ — ચેર-ઝાડ.,મૅન્ગ્રોવ,noun,Intermediate,The Sundarbans is the world's largest mangrove forest.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Deciduous forest,ઋતુ-ક્રમ અનુસાર — ઉનાળે અથવા પાનખરે — બધા ઝાડ પાન ખેરવે — તેવો જંગલ.,ડિસિડ્યુઅસ ફૉરૅસ્ટ,noun,Advanced,India's deciduous forests burst into colour after the monsoon.,Weather_&_Nature; Plants_&_Wildlife; Advanced
Weather & Nature,Pollination,એક ફૂલથી બીજા ફૂલ પર પરાગ-ટ્રાન્સફર — ફળ-ઉત્પત્તિ શક્ય બને.,પૉળિનૅઇશન,noun,Intermediate,Bees play a crucial role in the pollination of crops.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Photosynthesis,"લીલા છોડ સૂર્ય-પ્રકાશ, CO₂ અને પાણી વડે ખોરાક ઉત્પન્ન કરે — ઓક્સિજન ઉત્સર્જ.",ફોટોસિન્થૅસિસ,noun,Intermediate,Photosynthesis converts sunlight into chemical energy.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Hibernate,શિયાળો ઊંઘ-અવસ્થામાં — ઘણા ઓછા ચયાપચય સાથે — વિતાવવો.,હાઇબર્નૅઇટ,verb,Intermediate,Bears hibernate from November through March.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Camouflage,આ-પ-પ-ઉ (surroundings) સ-ઉ (with) ભ-ળ-ઉ (blend) — દ-ઉ (enemy) ન-ઉ (cannot see) — camouflage = છૂ-પ-ઉ (hide).,કૅમ્ફ્‌લૉઝ,noun,Intermediate,The chameleon is famous for its natural camouflage.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Migration,ઋતુ-ક્રમ અનુસાર પ્રાણી/પક્ષી ખોરાક અથવા પ્રજ-ઉ-ઉ (breeding) માટે દૂ-ર (far) પ્રવ-ઉ-ઉ (journey).,માઇગ્રૅઇશન,noun,Intermediate,Flamingos migrate to Gujarat's Rann of Kutch in winter.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Predator,બ-ઉ-ઉ (other) પ-ઉ-ઉ (animals) ખ-ઉ (eat) — ઉ (hunt and kill for food) — predator = ઉ-ઉ (hunter).,પ્રૅડૅટ્‌ઓ,noun,Intermediate,The tiger is an apex predator in Indian forests.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Ecosystem,સ-ઉ-ઉ (all organisms) + ઉ-ઉ-ઉ (environment) = એ-ઉ (a network of life) — ecosystem = જ-ઉ-ઉ-ઉ (life-network).,ઇ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,The Amazon rainforest is the world's most biodiverse ecosystem.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Foliage,ઝ-ઉ (tree)/છ-ઉ (plant) ન-ઉ (of) ઉ (all) પ-ઉ (leaves) — collectively — foliage = ઉ-ઉ (leafage).,ફ-ઉ-ઉ-ઉ-ઉ,noun,Advanced,The autumn foliage of New England attracts many tourists.,Weather_&_Nature; Plants_&_Wildlife; Advanced
Weather & Nature,Species,ઉ-ઉ (organisms) ન-ઉ (of) ઉ-ઉ (same kind) — that can breed together — species = ઉ-ઉ (type/kind).,સ્પ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,The Bengal tiger is an endangered species.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Canopy,ઉ-ઉ (forest) ન-ઉ (of) ઉ-ઉ (tallest trees) ઉ-ઉ (crowns) — roof-like top layer — canopy = ઉ-ઉ (tree-roof).,ક-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,The rainforest canopy is home to monkeys and toucans.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Biodiversity,ઉ-ઉ (all) પ-ઉ/ઉ-ઉ (plants/animals) ઉ-ઉ (variety) — bio-diversity = ઉ-ઉ (life variety).,બ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,The Amazon rainforest has unparalleled biodiversity.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Nocturnal,ઉ-ઉ (night) ઉ-ઉ (active) — that which is active at night — nocturnal = ઉ-ઉ (night-active).,ન-ઉ-ઉ-ઉ-ઉ-ઉ,adjective,Intermediate,Owls are nocturnal hunters with excellent night vision.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Symbiosis,ઉ-ઉ (two) ઉ-ઉ (different) ઉ-ઉ (species) ઉ-ઉ (close) ઉ-ઉ (relationship) — often both benefit — symbiosis.,સ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Advanced,The relationship between bees and flowers is a form of symbiosis.,Weather_&_Nature; Plants_&_Wildlife; Advanced
Weather & Nature,Succulent,ઉ-ઉ (water) ઉ-ઉ (store) — ઉ-ઉ (thick leaves/stems) — dry climate adaptable plant — succulent.,સ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,Aloe vera is a widely used succulent with medicinal properties.,Weather_&_Nature; Plants_&_Wildlife; Intermediate
Weather & Nature,Predator-prey relationship,ઉ-ઉ (predator) ઉ-ઉ (hunts) ઉ-ઉ (prey) — ઉ-ઉ (ecological) ઉ-ઉ (balance) — predator-prey relationship.,પ-ઉ-ઉ-ઉ-ઉ-ઉ ઉ-ઉ-ઉ ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Advanced,The wolf-deer predator-prey relationship keeps forest ecosystems balanced.,Weather_&_Nature; Plants_&_Wildlife; Advanced
Weather & Nature,Deforestation,"જંગલો કાપી-નાખ — મોટા પ્રમાણ પર — ખેતી, ઉ-ઉ (industry) અ-ઉ (or) ઉ-ઉ (construction) ઉ-ઉ (for).",ડિફૉરૅસ્ટૅઇશન,noun,Intermediate,Deforestation in the Amazon threatens thousands of species.,Weather_&_Nature; Environmental_Issues; Intermediate
Weather & Nature,Carbon footprint,ઉ-ઉ (person/activity) ઉ-ઉ (total) CO₂ ઉ-ઉ (release) — carbon footprint.,કાર્બન ફૂટ-પ્રિન્ટ,noun,Intermediate,Flying has a very high carbon footprint.,Weather_&_Nature; Environmental_Issues; Intermediate
Weather & Nature,Greenhouse effect,ઉ-ઉ (atmosphere) ઉ-ઉ (gases) ઉ-ઉ (trap heat) — ઉ-ઉ (Earth) ઉ-ઉ (warms up).,ગ્રીન-હાઉ-ઉ ઇ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,The greenhouse effect keeps Earth warm enough for life.,Weather_&_Nature; Environmental_Issues; Intermediate
Weather & Nature,Ozone depletion,ઉ-ઉ (ozone layer) ઉ-ઉ (thin) ઉ-ઉ (UV rays) ઉ-ઉ (Earth reach) = ozone depletion.,ઓ-ઉ-ઉ ડ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Advanced,Ozone depletion over Antarctica led to the 'ozone hole'.,Weather_&_Nature; Environmental_Issues; Advanced
Weather & Nature,Pollution,ઉ-ઉ (environment) ઉ-ઉ (harmful substances) ઉ-ઉ (intro) — ઉ-ઉ (damage).,પ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,Air pollution in Delhi reaches dangerous levels in winter.,Weather_&_Nature; Environmental_Issues; Intermediate
Weather & Nature,Acid rain,ઉ-ઉ (pollutants) ઉ-ઉ (rain + mix) → ઉ-ઉ (acidic rain) ઉ-ઉ (harms plants/water).,એ-ઉ-ઉ ર-ઉ-ઉ,noun,Advanced,Acid rain killed vast areas of forest in Europe in the 1980s.,Weather_&_Nature; Environmental_Issues; Advanced
Weather & Nature,Biodegradable,ઉ-ઉ (bacteria/organisms) ઉ-ઉ (naturally break down) — biodegradable.,બ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,adjective,Intermediate,Paper and cotton are biodegradable materials.,Weather_&_Nature; Environmental_Issues; Intermediate
Weather & Nature,Erosion,ઉ-ઉ (wind/water) ઉ-ઉ (soil/rock) ઉ-ઉ (gradually wear away) — erosion.,ઇ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,Coastal erosion is threatening cliffs and beaches.,Weather_&_Nature; Environmental_Issues; Intermediate
Weather & Nature,Sustainability,ઉ-ઉ (present needs) ઉ-ઉ (meet) ઉ-ઉ (future) ઉ-ઉ (compromise no) — sustainability.,સ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,Sustainability is central to modern urban planning.,Weather_&_Nature; Environmental_Issues; Intermediate
Weather & Nature,Renewable energy,ઉ-ઉ (solar/wind/water) ઉ-ઉ (naturally refill) — renewable energy.,ર-ઉ-ઉ-ઉ-ઉ-ઉ ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,Solar panels are the fastest-growing source of renewable energy.,Weather_&_Nature; Environmental_Issues; Intermediate
Weather & Nature,Climate change,ઉ-ઉ (global) ઉ-ઉ (temperature/weather) ઉ-ઉ (long-term change) — mostly human-caused.,ક-ઉ-ઉ-ઉ-ઉ ચ-ઉ-ઉ-ઉ,noun,Intermediate,Climate change is causing more frequent extreme weather events.,Weather_&_Nature; Environmental_Issues; Intermediate
Weather & Nature,Habitat loss,ઉ-ઉ (animals/plants) ઉ-ઉ (home/environment) ઉ-ઉ (destroy/degrade) — habitat loss.,હ-ઉ-ઉ-ઉ-ઉ ઉ-ઉ-ઉ,noun,Intermediate,Habitat loss is the biggest threat to tigers in India.,Weather_&_Nature; Environmental_Issues; Intermediate
Weather & Nature,Overpopulation,ઉ-ઉ (people/animals) ઉ-ઉ (too many) — ઉ-ઉ (resources) ઉ-ઉ (not enough) — overpopulation.,ઓ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,Overpopulation in cities leads to housing and water shortages.,Weather_&_Nature; Environmental_Issues; Intermediate
Weather & Nature,Desertification,ઉ-ઉ (fertile land) ઉ-ઉ (desert) ઉ-ઉ (become) — usually drought + overuse caused.,ડ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Advanced,Overgrazing is accelerating desertification in arid regions.,Weather_&_Nature; Environmental_Issues; Advanced
Weather & Nature,Carbon sequestration,ઉ-ઉ (CO₂) ઉ-ઉ (long-term store) — forests/soil/ocean ઉ-ઉ (trap) CO₂.,ક-ઉ-ઉ-ઉ-ઉ ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Advanced,Forests are vital for carbon sequestration.,Weather_&_Nature; Environmental_Issues; Advanced
Weather & Nature,Environmental degradation,ઉ-ઉ (natural environment) ઉ-ઉ (resources deplete) ઉ-ઉ (ecosystems destroy) — deterioration.,ઇ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Advanced,Rapid industrialisation has caused severe environmental degradation.,Weather_&_Nature; Environmental_Issues; Advanced
Weather & Nature,Earthquake,ઉ-ઉ (tectonic plates) ઉ-ઉ (move) → ઉ-ઉ (ground) ઉ-ઉ (shake violently) — earthquake.,અ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,The 2001 Bhuj earthquake devastated Gujarat.,Weather_&_Nature; Natural_Disasters; Intermediate
Weather & Nature,Tsunami,ઉ-ઉ (underwater earthquake/eruption) ઉ-ઉ (giant waves) ઉ-ઉ (coast) ઉ-ઉ (hit) — tsunami.,ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,The 2004 tsunami devastated coastal areas across Southeast Asia.,Weather_&_Nature; Natural_Disasters; Intermediate
Weather & Nature,Cyclone,ઉ-ઉ (ocean) ઉ-ઉ (low pressure centre) ઉ-ઉ (rotating winds) — ઉ-ઉ (destructive).,ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,Cyclone Biparjoy hit Gujarat's coast in June 2023.,Weather_&_Nature; Natural_Disasters; Intermediate
Weather & Nature,Volcanic eruption,ઉ-ઉ (volcano) ઉ-ઉ (lava/ash/gases) ઉ-ઉ (suddenly release) — volcanic eruption.,ઉ-ઉ-ઉ-ઉ-ઉ ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,The 1980 Mount St Helens eruption caused massive destruction.,Weather_&_Nature; Natural_Disasters; Intermediate
Weather & Nature,Landslide,ઉ-ઉ (hill) ઉ-ઉ (soil/rock/debris) ઉ-ઉ (rapidly slide down) — landslide.,ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,A landslide buried the mountain village during heavy rain.,Weather_&_Nature; Natural_Disasters; Intermediate
Weather & Nature,Flash flood,ઉ-ઉ (sudden heavy rain) → ઉ-ઉ (rapid flooding) — flash flood.,ઉ-ઉ-ઉ ઉ-ઉ-ઉ-ઉ,noun,Intermediate,A flash flood swept through the desert canyon without warning.,Weather_&_Nature; Natural_Disasters; Intermediate
Weather & Nature,Wildfire,ઉ-ઉ (uncontrolled fire) ઉ-ઉ (forest/rural) ઉ-ઉ (rapid spread) — wildfire.,ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,Wildfires burned millions of hectares in Australia in 2019-2020.,Weather_&_Nature; Natural_Disasters; Intermediate
Weather & Nature,Storm surge,ઉ-ઉ (storm) ઉ-ઉ (winds) ઉ-ઉ (push seawater) ઉ-ઉ (coast) — storm surge.,ઉ-ઉ-ઉ-ઉ ઉ-ઉ-ઉ-ઉ,noun,Advanced,The storm surge during Cyclone Amphan flooded Kolkata's streets.,Weather_&_Nature; Natural_Disasters; Advanced
Weather & Nature,Avalanche,ઉ-ઉ (mountain) ઉ-ઉ (snow/ice mass) ઉ-ઉ (suddenly fall) — avalanche.,ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,An avalanche buried the ski resort in metres of snow.,Weather_&_Nature; Natural_Disasters; Intermediate
Weather & Nature,Drought emergency,ઉ-ઉ (water shortage) ઉ-ઉ (severe crisis) ઉ-ઉ (declared emergency) — drought emergency.,ઉ-ઉ-ઉ-ઉ ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,The state declared a drought emergency after three failed monsoons.,Weather_&_Nature; Natural_Disasters; Intermediate
Weather & Nature,Seismic activity,ઉ-ઉ (earthquakes/ground movement) ઉ-ઉ (frequency/type/size) — seismic activity.,ઉ-ઉ-ઉ-ઉ-ઉ ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Advanced,Seismic activity in the Himalayan region is closely monitored.,Weather_&_Nature; Natural_Disasters; Advanced
Weather & Nature,Aftershock,ઉ-ઉ (main earthquake) ઉ-ઉ (after) ઉ-ઉ (same area) ઉ-ઉ (smaller quake) — aftershock.,ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,Dozens of aftershocks followed the main earthquake.,Weather_&_Nature; Natural_Disasters; Intermediate
Weather & Nature,Epicentre,ઉ-ઉ (earthquake origin) ઉ-ઉ (directly above surface point) — epicentre.,ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Advanced,The epicentre of the earthquake was 20 km north of the city.,Weather_&_Nature; Natural_Disasters; Advanced
Weather & Nature,Storm warning,ઉ-ઉ (meteorological) ઉ-ઉ (official alert) ઉ-ઉ (dangerous storm approaching) — storm warning.,ઉ-ઉ-ઉ-ઉ ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,A storm warning was issued for the entire coastal district.,Weather_&_Nature; Natural_Disasters; Intermediate
Weather & Nature,Flood plain inundation,ઉ-ઉ (river) ઉ-ઉ (high water) → ઉ-ઉ (floodplain) ઉ-ઉ (submerge) — inundation.,ઉ-ઉ-ઉ-ઉ ઉ-ઉ-ઉ-ઉ ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Advanced,The annual inundation of the Nile enriched Egypt's farmlands.,Weather_&_Nature; Natural_Disasters; Advanced
Weather & Nature,Hailstorm,ઉ-ઉ (ice balls) ઉ-ઉ (fall in storm) — ઉ-ઉ (crops/property damage) — hailstorm.,ઉ-ઉ-ઉ-ઉ-ઉ-ઉ-ઉ,noun,Intermediate,A hailstorm destroyed most of the wheat crop in minutes.,Weather_&_Nature; Natural_Disasters; Intermediate
Entertainment & Leisure,Plot,"ફિલ્મ, નાટક કે પુસ્તકની વાર્તાનો મુખ્ય ઘટનાક્રમ અથવા કથાનક.",પ્લોટ,noun,Intermediate,The plot of the movie kept me guessing until the very end.,Entertainment_&_Leisure; Film_&_TV; Intermediate
Entertainment & Leisure,Cliffhanger,એપિસોડનો એવો રોમાંચક અંત જે પરિણામ અધૂરું છોડી દે અને જિજ્ઞાસા જગાવે.,ક્લિફહેંગર,noun,Advanced,The season ended on a cliffhanger that left fans furious.,Entertainment_&_Leisure; Film_&_TV; Advanced
Entertainment & Leisure,Binge-watch,એક જ બેઠકમાં કોઈ સિરિઝના ઘણા બધા એપિસોડ સતત જોવા.,બિન્જ-વોચ,verb,Intermediate,We binge-watched the whole series over the weekend.,Entertainment_&_Leisure; Film_&_TV; Intermediate
Entertainment & Leisure,Genre,"કળાકૃતિની એક ખાસ શૈલી, સ્વરૂપ કે વિષય પ્રમાણેની શ્રેણી, જેમ કે કોમેડી કે હોરર.",ઝોન્ર,noun,Intermediate,Horror is my least favourite film genre.,Entertainment_&_Leisure; Film_&_TV; Intermediate
Entertainment & Leisure,Sequel,અગાઉની ફિલ્મ કે પુસ્તકની વાર્તાને આગળ વધારતી નવી કૃતિ.,સિક્વલ,noun,Intermediate,The sequel was even more successful than the first film.,Entertainment_&_Leisure; Film_&_TV; Intermediate
Entertainment & Leisure,Critically acclaimed,જેને વ્યાવસાયિક સમીક્ષકોએ તેની ગુણવત્તા માટે ખૂબ વખાણ્યું હોય.,ક્રિટિકલી અક્લેઇમ્ડ,adjective,Advanced,Her critically acclaimed film won three major awards.,Entertainment_&_Leisure; Film_&_TV; Advanced
Entertainment & Leisure,Spoiler,વાર્તાના અંત કે મહત્વના વળાંકની એવી માહિતી જે મજા બગાડી નાખે.,સ્પોઇલર,noun,Intermediate,Please don't share any spoilers; I haven't watched it yet.,Entertainment_&_Leisure; Film_&_TV; Intermediate
Entertainment & Leisure,Melody,સંગીતના સૂરોની એવી મધુર ગોઠવણી જે એક ધૂન બનાવે.,મેલડી,noun,Intermediate,The song has a melody that stays in your head all day.,Entertainment_&_Leisure; Music_&_Performing_Arts; Intermediate
